address,amount
juno104xpnszxggxwar0uykry69dq2zr4s0v5tzkrpl,10123063.0
juno104y5efyr4jk6lmrh3jlakwzd3a9rurm325yyju,7115344.0
juno104yd5hfaf7j2awr784nvv2le20mwdqd42sg7sf,14048843.0
juno1052deg24gzeguz9ezpm6rjaaypfjtzycyyed06,5722868.0
juno1052epe64erwu249rc7cj67zwun8a82dwahcwz2,14048843.0
juno10530lctezsylrhuxxrwgf5kf3nzuhpswy2q544,14048843.0
juno10544c8sxvg4a46cr5yr537jtutwtwps9txt8m4,6669185.0
juno10548flh6t2mzspekpwka4xgl05dr79sreheuyt,5092788.0
juno10552tcht73k3amgn6lmywqpc9t6gavy4u4pj4e,35778175.0
juno1055dr67xvp70u8l3j64gvq48lqjtgpuyykau5p,12833128.0
juno1055rfv3fv0zxsp8h3x88mctnm7x9mlgml8cw2x,14048843.0
juno1056cqeqqqr8kxdrpgkxx4z8w7xh0d5krhsdkmh,60511171.0
juno1056fflr5ny6zgvt0pczw2annphkq7uv2l2yah9,14048843.0
juno1056h3ttyq36dgax3jjluqahj3pvvplg7ahf3la,5053095.0
juno1056vn8eurltajhvdj0mmsacmctjnukdf5llhmv,37093806.0
juno1057536l3u3vdymva6jtvw0q987kvd4ceg3yxt5,14172372.0
juno1057xrjpae5pk8xqjywjjr20z8r6f8a8s82wr67,5097884.0
juno105908g5tkazpcmt07a5zh5lsgq3p8pptcl50pz,5694454.0
juno1059qwc07gxwu7fh9c7t6xsr9fgc2e0kspayd0s,80349042.0
juno105a8dx7gckthyjh3e2y0xsuhwd6a7vkmw40jvy,5460974.0
juno105c2ks0ydxuufdxpmk6ey63qgn99h707904q6z,10306922.0
juno105dn07fhtjkp4s9ewzzywxcj7mhqdqclpgtk6q,22964.0
juno105e0mvxw6c83necn8zs36ha5ht230qvsr809th,14048843.0
juno105e4n2f2gr92x8pxvmhxj5v7e2m9j08z8kkxzw,5297734.0
juno105evv74egn4epg3ea3gdx92kjmze0arj5vd8e6,5163566.0
juno105flv8af32c903v2leszsvx890445y5vwhwyju,5551197.0
juno105h4xav06t9nr48yfl8nz5j26mc7yv7k7dtkj9,14048843.0
juno105h54cc69axseakx0kuxecwyknwjtugvlfz0la,45864699.0
juno105hwlew76uwe4njmahq6mdwwd8qydsj5wtvrrs,5200145.0
juno105hwpjj4m06srkz2h3k5pf3z6kh89z305grd0z,7211980.0
juno105kckxw2vycgryas4afcjpllelmuka765lk7r8,9521283.0
juno105lcm7vqvl60ncwy3jf337qdxjl4kjfr7g660y,8057724.0
juno105lupzfsu4k9hmv58zepejvegj3hp5wvnfmq9j,21497.0
juno105p5mtqn8mu93f8qn77u9h32z84rekhz0k09gp,11046330.0
juno105pemhfdgc3ljjmjy84jdw56qsp8hj8m69xedl,21862435.0
juno105pg4742g34gp7n900jq7c9gmd5ugtktpqsmc3,7964499.0
juno105q58frssfkvjk6pc30gs97gk9yjp73kmple99,14048843.0
juno105qeucljvgkgf4vqc0nsksaflg3y7n3d30qgpp,13136273.0
juno105rf9sxvzqrf8sce5rktffgd2t960uy0ag7dnn,98341903.0
juno105t6kprjdfanmqg7tgu5d8ycmvrut8fl644n6z,5679326.0
juno105us25k0yfm9ayejn7fhswcfvrw7lge8js87f9,5658702.0
juno105vv7nmg6dmnwsxgucywjsm2qa66v2xguvaxmf,5175269.0
juno105vvdqfs6je2c8dm8qdq70d0sa0cx7j209047k,5063401.0
juno105xeujt6tme3q7u8gtfrzxpclh7t95ergzl9w4,14048843.0
juno105zfeugf9n39gk2xnunknqzdqyxlarh7tggvpl,14048843.0
juno1062pqrt6z6w0nsp6t25ekxmgxx9dl03jd78wv5,5068269.0
juno106552sn5l39jymvmkwyc9d44vf89npm585keac,683901.0
juno106580knh2y2jypyjagwn33d5ht63kkq9sp8law,14048843.0
juno1065smngmfh2fftdcj8xz7quh54ks4pfhdux2ht,14048843.0
juno1066e054clzn8fk2fwp3mg67uyq8gzxzpqa9zej,5093871.0
juno1068jfs4mhwwtscyxzcgcgugs2qqfm453h2n447,14048843.0
juno106984z3p4d44rlhex5wtmptfhyk2hsf28m0ewy,4716071.0
juno1069gs28axkmy4gz74kp0w2r86mdgrn4chaf4jz,9394463.0
juno106dltesft0ns9sn3w5uzd3dd6yxds8a5f2rwd6,5133252.0
juno106e0e5mxkzw8unqypl6azdx08xa2qhhgq4ecpd,5994805.0
