Address,Balance
juno14nqfsxmwvp30jw73vxjh82stfymgwqweyt7646,2
juno14p72hcd0rmmd4judjfvkzn8ee0aznevvryfnrh,0.001053
juno14pjsxrl852gxj4p8hu4euc9wqvhgjpr474sxzk,1.023085
juno14pnd9hkf69mtnan34e7rz4sucx8jn2entgmrzh,1.116489
juno14qc4rmffuymfm0l6pzyzn6emw9g348ac7w42hf,1.022732
juno14qdsqe89xe8t8ajtedy68kdj8u7gsp2gycgyhw,1
juno14qhcdyfyuvdfy89vt03s6puph5m977erfx5g3g,1.2
juno14ql2k08vp8fts4tltvjglwpa0rqyc5h54eyu4e,0.501
juno14qpyf70vm30tf0gwweennej8lsmell2w0d4qr5,0.001092
juno14qvlxfn85fag3qg87zvhd6xvnye38ze9s59lzy,1.010757
juno14rcn5s80v2fthgzw0pkvkwgke4ss8ew8c8l923,32.915631
juno14s2c9yr4637y947nxutpemr0uxchwqax84rg44,1.000122
juno14s6q6uvmjcskt3mm5dz5jkyc6pz9y5jan29x96,0.001054
juno14sf90kam4vqhfdnfflm3932emkmqh8lhqxm44a,0.411754
juno14tax6wksjm7n7xvzkyrsdlzl9p7hlfakf029sp,1
juno14tjdfud46edn3009v4fm5jmx8v7ny5ydyhphp2,0.2
juno14tlapme5lfv244zjw58q059550w7ecd9ttjh07,1
juno14u4567ehl4a2hu4qq6ygewqrf3rqelu4x9c3t0,0.520962
juno14ug8re3cckqamn5njyy72cmrkk558p9c9lt20u,1
juno14wcs3fsvmsdx9flecwj0ryezfuzvms2w57l7rc,1.01
juno14wq2akvrc66euwh2mp3kc2q25dl3p47t3fj29l,12
juno14wv264ngauxx9v5kyrc33yd6q3ek2jvdzt6an2,5
juno14xf75twlsmk98zry99z7c9q4j04k0dgtzn5486,1
juno14xgdfdnpjtulj6p7rkc75ekxqjq8hc5cg5evx3,33
juno14xzmvz26n2qcckm8zjxnjv59dps2j5l07mapt5,0.505376
juno14ypcacwwvez6jhtjq8s5aku253fygsjadfdead,0.578921
juno14yqr2q5u4sehadtfxx4rh4rjxzfht6ecjjuypm,1
juno14yv8mex3zlpy5u44fz6x6wgq76mexg309xf2ka,1.123734
juno14yx2upp2najrwvqt008u6xpcafn6kckdm8h56d,1.5
juno14z0djyy7v8xkteh5lash3tx9svsfzzavc9rv2z,1
juno14z746xxt4haaz8l8lxl9wnghkysa8pe58dz5pk,0.123145
juno152f0q8te8q27hmw080f6puvqc8hsnnst9qczpv,1.1
juno1537lngyjntj5u2tpm7spj9g39dqvv6ctp7mqzt,1
juno153waxkf8z5k9jck0uy343gwrgwufu6z0j6jlfx,1
juno153zjzc704l5e8l6npdp2lnw8q7y0tjmpukkr67,1.1
juno1542l706yugzjgna7rac7pzf3gkvfmf279phc3s,0.11
juno155lqp7fg56krz5wxgr60eejx2j8ynd8q9cppma,10.020281
juno1560d4ujfej3cmyrkcax28hh4h9k8zwcyqex4st,0.255222
juno156724whmwqua9dxwy57dvdw2a3lh3g8y0d3vye,6
juno15694zh0myfr0e5lxr9ht4pgd3mrm42r76jnyms,0.083885
juno1574y5rtgw36n4fln82hvxn98gcaf94r4x9v9wx,1.004068
juno15897vt8mt7pnpxwyck0hldqfxsj0rmx64ruemx,1
juno158ep04lmck7hx7pt5vwkjhshkqs6wrhjw0cpkw,0.504157
juno158ljgxevmxar9ppnf2nuzc8qcggtskw55uh40n,1.11
juno159uykg0vwgt0ktf4hskpukz6qrhp5pr0w977a9,1
juno159xlvfyqsfcas9xphafld5xy3cm499udrwynt7,1
juno15a6n2je0aygt2m8xt02ctc4890hcyyfs0td63d,1.026537
juno15am7gfqewp9f233dssfhgm587uuph4vw008esq,2.01
juno15ct65kc3puqz77ujdzexsgz264sulujc0cpzxq,0.00004
juno15cw3rqzps37gy45pmmwxlrutf4pgnn2ccm7dk4,0.501
juno15cxdda4548g8x0z9psjp5nynwu8mrqmrf5v3wm,0.001882
juno15d3ckhuj9verphjcc370ethkf4shkkd52hcngh,0.583393
juno15fw3np2yx9rtrexjcda7uwk78hh0lltchse0h2,0.5
juno15fz2eenwncqfmklzu23nah56cz8d6te7wr3av3,0.510148
juno15g35t8nf75a66ldqac5jl7xytmehjjeavsms80,1.01
juno15h3semqylxyj9l0usthg3anpfupt6gva22420k,0.1
juno15hxq8y8w6hwpjxxzqk63uh97258jv2xd4yqg6c,0.5
juno15hyr8az8yg0jk2f00y97zryz27q9wax6qjtqfg,1.05516
juno15hz829wam3wc3k9jlhdrwwdl93050k29c3fjf2,1
juno15j46nt4mfsl3m0dugf8e5zxvjp8hgla4936aws,0.344553
juno15jgqszhklg7mmw98exnvftw86ejez02cwg49g3,2.1
juno15jl3zgja036x34nghrpg2540pkhthdp20zcxxt,1.5
juno15jul5qveh9urtgdmyhpvuuyekpgtmvgvfu5w60,1
juno15k5y5g3y4qerj47urvk0npau4jd858ju3uynvp,3.2
juno15krtdeqpaex5q9dqvthatkdzmlqjwrpmvlpv67,1
juno15kunxjveapfn8pgqc5hgyrvw38mapdl2upuc5f,0.5
juno15lcqxfte3nzdrx3jtdj7scgyprrf4vt28ue3rr,0.501
juno15ldpl5tjqentk8yjfxvrj3mql5st937vatumzz,0.000044
juno15m0ecmh7mplgqjlwmdxqyd56482zd47lgjg6dc,15
juno15mmgzuzjmhk4wmvt8553anr0kvma79phtrkgvy,1.013552
juno15msrg5rvjnawdj6ra43um2cuvdtrtlt9lyqzau,1
juno15n4a7zdx5ee2ldv577yy34v7ph5m3kz55cld8a,0.622192
juno15n56xe8a2p4c8h3mtulftuctyp85s3lh35stwg,0.001026
juno15ncsssyks98mg4dpnv6wc7ljqqa74rxqqm8dqj,5.731288
juno15nk7j47aytcnlpv90ukjjg6z2s36y0e2k28e97,1
juno15p8gn6aezzs62hmxx2m3rzkjvle8rf89042mzj,0.0111
juno15pdhejnmnh6cyqkkdtmlsly6pkrx8gn5zunvq7,0.001027
juno15pdycya5fgxfmymfdrfdnsd874sh8w000hnmm4,0.163404
juno15plcm8tgzf8amht90dhl5xzyjgulkvk66we0fj,1.011127
juno15pszr7ljemequ30aph03vhqvgmyce65s7gwpzk,1.046559
juno15qmq6pftdcev62pzk3qgkk2ltksxhmm9gz9g6z,3.001031
juno15qypa0nx5yn2jdvms26fcejra6axjdeacasser,4.131329
juno15rtegdp25vf900m9zgcaya47lquezt28juv2r0,0.001067
juno15sxlvjx7hhqsjdwmeyzacuh4hzth2hen0gzmmv,0.202587
juno15t4jhfhlzfa3hg5qm6ht4g36e46arv4vxx9k00,1
juno15t85l4z4eyh65rr5p4vppssefnwcu4m0h29vdp,0.000044
juno15tv3g3lljaetwdqcapf3e7ksejxhlu3ahs7flz,0.098277
juno15ucwh4qtwfah3hq2y5pw28jnz8x4n73fpzhutq,10.014668
juno15ut3tn7twxtwnnv4r7fqvmnxhy2ynp39hnfswr,1
juno15uzaue5g9q6xgsh2uvvjehq5tyekxdjzxqj4gj,1
juno15veazlm428h9cu0z8tpnvcegrzfj6dlmrepz36,8.5
juno15vhalwk5m77uql6h664xckrzak5g6rkrxdltwg,0.617497
juno15vrulyt0gw8h55su80dkfscus5lcjp32laweam,0.5
juno15vuclcqyefslulswmhcwgdnut3273spf0jjmt5,1
juno15w3zt2jxtjld8awg2t5ekxaq9uua08mcluaf5w,0.001001
juno15wm2nw0fn8hdmethjcf28rt8aj2j8a67ghxje9,38.459378
juno15xq28alrsk6plt4dp7ag7pjvtyangmx6vz5ryk,1.262719
juno15xqtcn87vwskr25aj0g78fksfk2dpm8q3z6sk0,1
juno15z35xkrxp2nayf90xd4w8hwl9s3s3d7sx38l0u,1
juno15z9c343prjk7z96spuakplhyfw8mcvtr8tzfjy,0.51
juno15zdcadql7savnxzzap3skk9ae4dvzyy8mtkcav,0.51116
juno15zngu0wvy5ftect7q55rvnpx73n8pz02nc687k,0.001049
juno15zv0g0y4652z8vhj0kvx325rea7r2n67r6supw,1.148655
juno15zv43av08q5gl8m8wf04n9l4yxu774s2yrzgag,0.5
juno15zv5vz9jlmf8p5yehvke00kggtygp4np3v82n5,3.2
juno15zvd4cl3aq9gw4tw58gwklzdyp4kcy5z3vxg3q,0.1
